match_id,tournament_name,year,stage_name,match_date,home_team_name,away_team_name,home_team_score,away_team_score,result
254,1974 FIFA Men's World Cup,1974,group stage,1974-06-23 00:00:00,Sweden,Uruguay,3,0,home team win
257,1974 FIFA Men's World Cup,1974,second group stage,1974-06-26 00:00:00,Yugoslavia,West Germany,0,2,away team win
258,1974 FIFA Men's World Cup,1974,second group stage,1974-06-26 00:00:00,Brazil,East Germany,1,0,home team win
259,1974 FIFA Men's World Cup,1974,second group stage,1974-06-26 00:00:00,Netherlands,Argentina,4,0,home team win
260,1974 FIFA Men's World Cup,1974,second group stage,1974-06-26 00:00:00,Sweden,Poland,0,1,away team win
261,1974 FIFA Men's World Cup,1974,second group stage,1974-06-30 00:00:00,Argentina,Brazil,1,2,away team win
262,1974 FIFA Men's World Cup,1974,second group stage,1974-06-30 00:00:00,East Germany,Netherlands,0,2,away team win
263,1974 FIFA Men's World Cup,1974,second group stage,1974-06-30 00:00:00,Poland,Yugoslavia,2,1,home team win
264,1974 FIFA Men's World Cup,1974,second group stage,1974-06-30 00:00:00,West Germany,Sweden,4,2,home team win
265,1974 FIFA Men's World Cup,1974,second group stage,1974-07-03 00:00:00,Poland,West Germany,0,1,away team win
266,1974 FIFA Men's World Cup,1974,second group stage,1974-07-03 00:00:00,Argentina,East Germany,1,1,draw
267,1974 FIFA Men's World Cup,1974,second group stage,1974-07-03 00:00:00,Netherlands,Brazil,2,0,home team win
268,1974 FIFA Men's World Cup,1974,second group stage,1974-07-03 00:00:00,Sweden,Yugoslavia,2,1,home team win
269,1974 FIFA Men's World Cup,1974,third-place match,1974-07-06 00:00:00,Brazil,Poland,0,1,away team win
270,1974 FIFA Men's World Cup,1974,final,1974-07-07 00:00:00,Netherlands,West Germany,1,2,away team win
271,1978 FIFA Men's World Cup,1978,group stage,1978-06-01 00:00:00,West Germany,Poland,0,0,draw
272,1978 FIFA Men's World Cup,1978,group stage,1978-06-02 00:00:00,Italy,France,2,1,home team win
273,1978 FIFA Men's World Cup,1978,group stage,1978-06-02 00:00:00,Tunisia,Mexico,3,1,home team win
274,1978 FIFA Men's World Cup,1978,group stage,1978-06-02 00:00:00,Argentina,Hungary,2,1,home team win
275,1978 FIFA Men's World Cup,1978,group stage,1978-06-03 00:00:00,Austria,Spain,2,1,home team win
276,1978 FIFA Men's World Cup,1978,group stage,1978-06-03 00:00:00,Brazil,Sweden,1,1,draw
277,1978 FIFA Men's World Cup,1978,group stage,1978-06-03 00:00:00,Netherlands,Iran,3,0,home team win
278,1978 FIFA Men's World Cup,1978,group stage,1978-06-03 00:00:00,Peru,Scotland,3,1,home team win
279,1978 FIFA Men's World Cup,1978,group stage,1978-06-06 00:00:00,Italy,Hungary,3,1,home team win
280,1978 FIFA Men's World Cup,1978,group stage,1978-06-06 00:00:00,Poland,Tunisia,1,0,home team win
281,1978 FIFA Men's World Cup,1978,group stage,1978-06-06 00:00:00,West Germany,Mexico,6,0,home team win
282,1978 FIFA Men's World Cup,1978,group stage,1978-06-06 00:00:00,Argentina,France,2,1,home team win
286,1978 FIFA Men's World Cup,1978,group stage,1978-06-07 00:00:00,Scotland,Iran,1,1,draw
285,1978 FIFA Men's World Cup,1978,group stage,1978-06-07 00:00:00,Netherlands,Peru,0,0,draw
283,1978 FIFA Men's World Cup,1978,group stage,1978-06-07 00:00:00,Austria,Sweden,1,0,home team win
284,1978 FIFA Men's World Cup,1978,group stage,1978-06-07 00:00:00,Brazil,Spain,0,0,draw
287,1978 FIFA Men's World Cup,1978,group stage,1978-06-10 00:00:00,France,Hungary,3,1,home team win
288,1978 FIFA Men's World Cup,1978,group stage,1978-06-10 00:00:00,Poland,Mexico,3,1,home team win
289,1978 FIFA Men's World Cup,1978,group stage,1978-06-10 00:00:00,West Germany,Tunisia,0,0,draw
290,1978 FIFA Men's World Cup,1978,group stage,1978-06-10 00:00:00,Argentina,Italy,0,1,away team win
291,1978 FIFA Men's World Cup,1978,group stage,1978-06-11 00:00:00,Brazil,Austria,1,0,home team win
292,1978 FIFA Men's World Cup,1978,group stage,1978-06-11 00:00:00,Spain,Sweden,1,0,home team win
293,1978 FIFA Men's World Cup,1978,group stage,1978-06-11 00:00:00,Peru,Iran,4,1,home team win
294,1978 FIFA Men's World Cup,1978,group stage,1978-06-11 00:00:00,Scotland,Netherlands,3,2,home team win
298,1978 FIFA Men's World Cup,1978,second group stage,1978-06-14 00:00:00,Argentina,Poland,2,0,home team win
295,1978 FIFA Men's World Cup,1978,second group stage,1978-06-14 00:00:00,Austria,Netherlands,1,5,away team win
296,1978 FIFA Men's World Cup,1978,second group stage,1978-06-14 00:00:00,Italy,West Germany,0,0,draw
297,1978 FIFA Men's World Cup,1978,second group stage,1978-06-14 00:00:00,Brazil,Peru,3,0,home team win
301,1978 FIFA Men's World Cup,1978,second group stage,1978-06-18 00:00:00,Netherlands,West Germany,2,2,draw
302,1978 FIFA Men's World Cup,1978,second group stage,1978-06-18 00:00:00,Argentina,Brazil,0,0,draw
299,1978 FIFA Men's World Cup,1978,second group stage,1978-06-18 00:00:00,Peru,Poland,0,1,away team win
300,1978 FIFA Men's World Cup,1978,second group stage,1978-06-18 00:00:00,Italy,Austria,1,0,home team win
303,1978 FIFA Men's World Cup,1978,second group stage,1978-06-21 00:00:00,Austria,West Germany,3,2,home team win
304,1978 FIFA Men's World Cup,1978,second group stage,1978-06-21 00:00:00,Italy,Netherlands,1,2,away team win
305,1978 FIFA Men's World Cup,1978,second group stage,1978-06-21 00:00:00,Brazil,Poland,3,1,home team win
306,1978 FIFA Men's World Cup,1978,second group stage,1978-06-21 00:00:00,Argentina,Peru,6,0,home team win
307,1978 FIFA Men's World Cup,1978,third-place match,1978-06-24 00:00:00,Brazil,Italy,2,1,home team win
308,1978 FIFA Men's World Cup,1978,final,1978-06-25 00:00:00,Argentina,Netherlands,3,1,home team win
309,1982 FIFA Men's World Cup,1982,group stage,1982-06-13 00:00:00,Argentina,Belgium,0,1,away team win
310,1982 FIFA Men's World Cup,1982,group stage,1982-06-14 00:00:00,Italy,Poland,0,0,draw
311,1982 FIFA Men's World Cup,1982,group stage,1982-06-14 00:00:00,Brazil,Soviet Union,2,1,home team win
312,1982 FIFA Men's World Cup,1982,group stage,1982-06-15 00:00:00,Peru,Cameroon,0,0,draw
313,1982 FIFA Men's World Cup,1982,group stage,1982-06-15 00:00:00,Hungary,El Salvador,10,1,home team win
314,1982 FIFA Men's World Cup,1982,group stage,1982-06-15 00:00:00,Scotland,New Zealand,5,2,home team win
317,1982 FIFA Men's World Cup,1982,group stage,1982-06-16 00:00:00,Spain,Honduras,1,1,draw
316,1982 FIFA Men's World Cup,1982,group stage,1982-06-16 00:00:00,England,France,3,1,home team win
315,1982 FIFA Men's World Cup,1982,group stage,1982-06-16 00:00:00,West Germany,Algeria,1,2,away team win
318,1982 FIFA Men's World Cup,1982,group stage,1982-06-17 00:00:00,Chile,Austria,0,1,away team win
319,1982 FIFA Men's World Cup,1982,group stage,1982-06-17 00:00:00,Czechoslovakia,Kuwait,1,1,draw
320,1982 FIFA Men's World Cup,1982,group stage,1982-06-17 00:00:00,Yugoslavia,Northern Ireland,0,0,draw
321,1982 FIFA Men's World Cup,1982,group stage,1982-06-18 00:00:00,Italy,Peru,1,1,draw
322,1982 FIFA Men's World Cup,1982,group stage,1982-06-18 00:00:00,Argentina,Hungary,4,1,home team win
323,1982 FIFA Men's World Cup,1982,group stage,1982-06-18 00:00:00,Brazil,Scotland,4,1,home team win
324,1982 FIFA Men's World Cup,1982,group stage,1982-06-19 00:00:00,Poland,Cameroon,0,0,draw
325,1982 FIFA Men's World Cup,1982,group stage,1982-06-19 00:00:00,Belgium,El Salvador,1,0,home team win
326,1982 FIFA Men's World Cup,1982,group stage,1982-06-19 00:00:00,Soviet Union,New Zealand,3,0,home team win
329,1982 FIFA Men's World Cup,1982,group stage,1982-06-20 00:00:00,Spain,Yugoslavia,2,1,home team win
327,1982 FIFA Men's World Cup,1982,group stage,1982-06-20 00:00:00,West Germany,Chile,4,1,home team win
328,1982 FIFA Men's World Cup,1982,group stage,1982-06-20 00:00:00,England,Czechoslovakia,2,0,home team win
332,1982 FIFA Men's World Cup,1982,group stage,1982-06-21 00:00:00,Honduras,Northern Ireland,1,1,draw
331,1982 FIFA Men's World Cup,1982,group stage,1982-06-21 00:00:00,France,Kuwait,4,1,home team win
330,1982 FIFA Men's World Cup,1982,group stage,1982-06-21 00:00:00,Algeria,Austria,0,2,away team win
333,1982 FIFA Men's World Cup,1982,group stage,1982-06-22 00:00:00,Poland,Peru,5,1,home team win
334,1982 FIFA Men's World Cup,1982,group stage,1982-06-22 00:00:00,Belgium,Hungary,1,1,draw
335,1982 FIFA Men's World Cup,1982,group stage,1982-06-22 00:00:00,Soviet Union,Scotland,2,2,draw
336,1982 FIFA Men's World Cup,1982,group stage,1982-06-23 00:00:00,Italy,Cameroon,1,1,draw
337,1982 FIFA Men's World Cup,1982,group stage,1982-06-23 00:00:00,Argentina,El Salvador,2,0,home team win
338,1982 FIFA Men's World Cup,1982,group stage,1982-06-23 00:00:00,Brazil,New Zealand,4,0,home team win
339,1982 FIFA Men's World Cup,1982,group stage,1982-06-24 00:00:00,Algeria,Chile,3,2,home team win
340,1982 FIFA Men's World Cup,1982,group stage,1982-06-24 00:00:00,France,Czechoslovakia,1,1,draw
341,1982 FIFA Men's World Cup,1982,group stage,1982-06-24 00:00:00,Honduras,Yugoslavia,0,1,away team win
342,1982 FIFA Men's World Cup,1982,group stage,1982-06-25 00:00:00,West Germany,Austria,1,0,home team win
343,1982 FIFA Men's World Cup,1982,group stage,1982-06-25 00:00:00,England,Kuwait,1,0,home team win
344,1982 FIFA Men's World Cup,1982,group stage,1982-06-25 00:00:00,Spain,Northern Ireland,0,1,away team win
346,1982 FIFA Men's World Cup,1982,second group stage,1982-06-28 00:00:00,Poland,Belgium,3,0,home team win
345,1982 FIFA Men's World Cup,1982,second group stage,1982-06-28 00:00:00,Austria,France,0,1,away team win
348,1982 FIFA Men's World Cup,1982,second group stage,1982-06-29 00:00:00,West Germany,England,0,0,draw
347,1982 FIFA Men's World Cup,1982,second group stage,1982-06-29 00:00:00,Italy,Argentina,2,1,home team win
349,1982 FIFA Men's World Cup,1982,second group stage,1982-07-01 00:00:00,Austria,Northern Ireland,2,2,draw
350,1982 FIFA Men's World Cup,1982,second group stage,1982-07-01 00:00:00,Belgium,Soviet Union,0,1,away team win
351,1982 FIFA Men's World Cup,1982,second group stage,1982-07-02 00:00:00,Argentina,Brazil,1,3,away team win
352,1982 FIFA Men's World Cup,1982,second group stage,1982-07-02 00:00:00,West Germany,Spain,2,1,home team win
353,1982 FIFA Men's World Cup,1982,second group stage,1982-07-04 00:00:00,France,Northern Ireland,4,1,home team win
354,1982 FIFA Men's World Cup,1982,second group stage,1982-07-04 00:00:00,Soviet Union,Poland,0,0,draw
355,1982 FIFA Men's World Cup,1982,second group stage,1982-07-05 00:00:00,Italy,Brazil,3,2,home team win
356,1982 FIFA Men's World Cup,1982,second group stage,1982-07-05 00:00:00,Spain,England,0,0,draw
357,1982 FIFA Men's World Cup,1982,semi-finals,1982-07-08 00:00:00,Poland,Italy,0,2,away team win
358,1982 FIFA Men's World Cup,1982,semi-finals,1982-07-08 00:00:00,West Germany,France,3,3,home team win
359,1982 FIFA Men's World Cup,1982,third-place match,1982-07-10 00:00:00,Poland,France,3,2,home team win
360,1982 FIFA Men's World Cup,1982,final,1982-07-11 00:00:00,Italy,West Germany,3,1,home team win
361,1986 FIFA Men's World Cup,1986,group stage,1986-05-31 00:00:00,Bulgaria,Italy,1,1,draw
363,1986 FIFA Men's World Cup,1986,group stage,1986-06-01 00:00:00,Canada,France,0,1,away team win
362,1986 FIFA Men's World Cup,1986,group stage,1986-06-01 00:00:00,Spain,Brazil,0,1,away team win
364,1986 FIFA Men's World Cup,1986,group stage,1986-06-02 00:00:00,Argentina,South Korea,3,1,home team win
365,1986 FIFA Men's World Cup,1986,group stage,1986-06-02 00:00:00,Soviet Union,Hungary,6,0,home team win
366,1986 FIFA Men's World Cup,1986,group stage,1986-06-02 00:00:00,Morocco,Poland,0,0,draw
367,1986 FIFA Men's World Cup,1986,group stage,1986-06-03 00:00:00,Belgium,Mexico,1,2,away team win
368,1986 FIFA Men's World Cup,1986,group stage,1986-06-03 00:00:00,Algeria,Northern Ireland,1,1,draw
369,1986 FIFA Men's World Cup,1986,group stage,1986-06-03 00:00:00,Portugal,England,1,0,home team win
370,1986 FIFA Men's World Cup,1986,group stage,1986-06-04 00:00:00,Paraguay,Iraq,1,0,home team win
371,1986 FIFA Men's World Cup,1986,group stage,1986-06-04 00:00:00,Uruguay,West Germany,1,1,draw
372,1986 FIFA Men's World Cup,1986,group stage,1986-06-04 00:00:00,Scotland,Denmark,0,1,away team win
373,1986 FIFA Men's World Cup,1986,group stage,1986-06-05 00:00:00,Italy,Argentina,1,1,draw
374,1986 FIFA Men's World Cup,1986,group stage,1986-06-05 00:00:00,France,Soviet Union,1,1,draw
375,1986 FIFA Men's World Cup,1986,group stage,1986-06-05 00:00:00,South Korea,Bulgaria,1,1,draw
378,1986 FIFA Men's World Cup,1986,group stage,1986-06-06 00:00:00,England,Morocco,0,0,draw
376,1986 FIFA Men's World Cup,1986,group stage,1986-06-06 00:00:00,Hungary,Canada,2,0,home team win
377,1986 FIFA Men's World Cup,1986,group stage,1986-06-06 00:00:00,Brazil,Algeria,1,0,home team win
379,1986 FIFA Men's World Cup,1986,group stage,1986-06-07 00:00:00,Mexico,Paraguay,1,1,draw
380,1986 FIFA Men's World Cup,1986,group stage,1986-06-07 00:00:00,Northern Ireland,Spain,1,2,away team win
381,1986 FIFA Men's World Cup,1986,group stage,1986-06-07 00:00:00,Poland,Portugal,1,0,home team win
382,1986 FIFA Men's World Cup,1986,group stage,1986-06-08 00:00:00,Iraq,Belgium,1,2,away team win
383,1986 FIFA Men's World Cup,1986,group stage,1986-06-08 00:00:00,West Germany,Scotland,2,1,home team win
384,1986 FIFA Men's World Cup,1986,group stage,1986-06-08 00:00:00,Denmark,Uruguay,6,1,home team win
385,1986 FIFA Men's World Cup,1986,group stage,1986-06-09 00:00:00,Hungary,France,0,3,away team win
386,1986 FIFA Men's World Cup,1986,group stage,1986-06-09 00:00:00,Soviet Union,Canada,2,0,home team win
388,1986 FIFA Men's World Cup,1986,group stage,1986-06-10 00:00:00,South Korea,Italy,2,3,away team win
387,1986 FIFA Men's World Cup,1986,group stage,1986-06-10 00:00:00,Argentina,Bulgaria,2,0,home team win
392,1986 FIFA Men's World Cup,1986,group stage,1986-06-11 00:00:00,Portugal,Morocco,1,3,away team win
391,1986 FIFA Men's World Cup,1986,group stage,1986-06-11 00:00:00,England,Poland,3,0,home team win
389,1986 FIFA Men's World Cup,1986,group stage,1986-06-11 00:00:00,Iraq,Mexico,0,1,away team win
390,1986 FIFA Men's World Cup,1986,group stage,1986-06-11 00:00:00,Paraguay,Belgium,2,2,draw
393,1986 FIFA Men's World Cup,1986,group stage,1986-06-12 00:00:00,Algeria,Spain,0,3,away team win
394,1986 FIFA Men's World Cup,1986,group stage,1986-06-12 00:00:00,Northern Ireland,Brazil,0,3,away team win
395,1986 FIFA Men's World Cup,1986,group stage,1986-06-13 00:00:00,Denmark,West Germany,2,0,home team win
396,1986 FIFA Men's World Cup,1986,group stage,1986-06-13 00:00:00,Scotland,Uruguay,0,0,draw
397,1986 FIFA Men's World Cup,1986,round of 16,1986-06-15 00:00:00,Mexico,Bulgaria,2,0,home team win
398,1986 FIFA Men's World Cup,1986,round of 16,1986-06-15 00:00:00,Soviet Union,Belgium,3,4,away team win
399,1986 FIFA Men's World Cup,1986,round of 16,1986-06-16 00:00:00,Brazil,Poland,4,0,home team win
400,1986 FIFA Men's World Cup,1986,round of 16,1986-06-16 00:00:00,Argentina,Uruguay,1,0,home team win
401,1986 FIFA Men's World Cup,1986,round of 16,1986-06-17 00:00:00,Italy,France,0,2,away team win
402,1986 FIFA Men's World Cup,1986,round of 16,1986-06-17 00:00:00,Morocco,West Germany,0,1,away team win
403,1986 FIFA Men's World Cup,1986,round of 16,1986-06-18 00:00:00,England,Paraguay,3,0,home team win
404,1986 FIFA Men's World Cup,1986,round of 16,1986-06-18 00:00:00,Denmark,Spain,1,5,away team win
406,1986 FIFA Men's World Cup,1986,quarter-finals,1986-06-21 00:00:00,West Germany,Mexico,0,0,home team win
405,1986 FIFA Men's World Cup,1986,quarter-finals,1986-06-21 00:00:00,Brazil,France,1,1,away team win
407,1986 FIFA Men's World Cup,1986,quarter-finals,1986-06-22 00:00:00,Argentina,England,2,1,home team win
408,1986 FIFA Men's World Cup,1986,quarter-finals,1986-06-22 00:00:00,Spain,Belgium,1,1,away team win
409,1986 FIFA Men's World Cup,1986,semi-finals,1986-06-25 00:00:00,France,West Germany,0,2,away team win
410,1986 FIFA Men's World Cup,1986,semi-finals,1986-06-25 00:00:00,Argentina,Belgium,2,0,home team win
411,1986 FIFA Men's World Cup,1986,third-place match,1986-06-28 00:00:00,Belgium,France,2,4,away team win
412,1986 FIFA Men's World Cup,1986,final,1986-06-29 00:00:00,Argentina,West Germany,3,2,home team win
413,1990 FIFA Men's World Cup,1990,group stage,1990-06-08 00:00:00,Argentina,Cameroon,0,1,away team win
414,1990 FIFA Men's World Cup,1990,group stage,1990-06-09 00:00:00,Soviet Union,Romania,0,2,away team win
415,1990 FIFA Men's World Cup,1990,group stage,1990-06-09 00:00:00,United Arab Emirates,Colombia,0,2,away team win
416,1990 FIFA Men's World Cup,1990,group stage,1990-06-09 00:00:00,Italy,Austria,1,0,home team win
418,1990 FIFA Men's World Cup,1990,group stage,1990-06-10 00:00:00,Brazil,Sweden,2,1,home team win
417,1990 FIFA Men's World Cup,1990,group stage,1990-06-10 00:00:00,United States,Czechoslovakia,1,5,away team win
419,1990 FIFA Men's World Cup,1990,group stage,1990-06-10 00:00:00,West Germany,Yugoslavia,4,1,home team win
421,1990 FIFA Men's World Cup,1990,group stage,1990-06-11 00:00:00,England,Republic of Ireland,1,1,draw
420,1990 FIFA Men's World Cup,1990,group stage,1990-06-11 00:00:00,Costa Rica,Scotland,1,0,home team win
422,1990 FIFA Men's World Cup,1990,group stage,1990-06-12 00:00:00,Belgium,South Korea,2,0,home team win
423,1990 FIFA Men's World Cup,1990,group stage,1990-06-12 00:00:00,Netherlands,Egypt,1,1,draw
424,1990 FIFA Men's World Cup,1990,group stage,1990-06-13 00:00:00,Uruguay,Spain,0,0,draw
425,1990 FIFA Men's World Cup,1990,group stage,1990-06-13 00:00:00,Argentina,Soviet Union,2,0,home team win
426,1990 FIFA Men's World Cup,1990,group stage,1990-06-14 00:00:00,Cameroon,Romania,2,1,home team win
427,1990 FIFA Men's World Cup,1990,group stage,1990-06-14 00:00:00,Yugoslavia,Colombia,1,0,home team win
428,1990 FIFA Men's World Cup,1990,group stage,1990-06-14 00:00:00,Italy,United States,1,0,home team win
429,1990 FIFA Men's World Cup,1990,group stage,1990-06-15 00:00:00,Austria,Czechoslovakia,0,1,away team win
430,1990 FIFA Men's World Cup,1990,group stage,1990-06-15 00:00:00,West Germany,United Arab Emirates,5,1,home team win
431,1990 FIFA Men's World Cup,1990,group stage,1990-06-16 00:00:00,Brazil,Costa Rica,1,0,home team win
432,1990 FIFA Men's World Cup,1990,group stage,1990-06-16 00:00:00,Sweden,Scotland,1,2,away team win
433,1990 FIFA Men's World Cup,1990,group stage,1990-06-16 00:00:00,England,Netherlands,0,0,draw
436,1990 FIFA Men's World Cup,1990,group stage,1990-06-17 00:00:00,South Korea,Spain,1,3,away team win
435,1990 FIFA Men's World Cup,1990,group stage,1990-06-17 00:00:00,Belgium,Uruguay,3,1,home team win
434,1990 FIFA Men's World Cup,1990,group stage,1990-06-17 00:00:00,Republic of Ireland,Egypt,0,0,draw
437,1990 FIFA Men's World Cup,1990,group stage,1990-06-18 00:00:00,Argentina,Romania,1,1,draw
438,1990 FIFA Men's World Cup,1990,group stage,1990-06-18 00:00:00,Cameroon,Soviet Union,0,4,away team win
439,1990 FIFA Men's World Cup,1990,group stage,1990-06-19 00:00:00,West Germany,Colombia,1,1,draw
440,1990 FIFA Men's World Cup,1990,group stage,1990-06-19 00:00:00,Yugoslavia,United Arab Emirates,4,1,home team win
441,1990 FIFA Men's World Cup,1990,group stage,1990-06-19 00:00:00,Austria,United States,2,1,home team win
442,1990 FIFA Men's World Cup,1990,group stage,1990-06-19 00:00:00,Italy,Czechoslovakia,2,0,home team win
443,1990 FIFA Men's World Cup,1990,group stage,1990-06-20 00:00:00,Brazil,Scotland,1,0,home team win
444,1990 FIFA Men's World Cup,1990,group stage,1990-06-20 00:00:00,Sweden,Costa Rica,1,2,away team win
445,1990 FIFA Men's World Cup,1990,group stage,1990-06-21 00:00:00,Belgium,Spain,1,2,away team win
446,1990 FIFA Men's World Cup,1990,group stage,1990-06-21 00:00:00,South Korea,Uruguay,0,1,away team win
447,1990 FIFA Men's World Cup,1990,group stage,1990-06-21 00:00:00,England,Egypt,1,0,home team win
448,1990 FIFA Men's World Cup,1990,group stage,1990-06-21 00:00:00,Republic of Ireland,Netherlands,1,1,draw
450,1990 FIFA Men's World Cup,1990,round of 16,1990-06-23 00:00:00,Czechoslovakia,Costa Rica,4,1,home team win
449,1990 FIFA Men's World Cup,1990,round of 16,1990-06-23 00:00:00,Cameroon,Colombia,2,1,home team win
451,1990 FIFA Men's World Cup,1990,round of 16,1990-06-24 00:00:00,Brazil,Argentina,0,1,away team win
452,1990 FIFA Men's World Cup,1990,round of 16,1990-06-24 00:00:00,West Germany,Netherlands,2,1,home team win
453,1990 FIFA Men's World Cup,1990,round of 16,1990-06-25 00:00:00,Republic of Ireland,Romania,0,0,home team win
454,1990 FIFA Men's World Cup,1990,round of 16,1990-06-25 00:00:00,Italy,Uruguay,2,0,home team win
455,1990 FIFA Men's World Cup,1990,round of 16,1990-06-26 00:00:00,Spain,Yugoslavia,1,2,away team win
456,1990 FIFA Men's World Cup,1990,round of 16,1990-06-26 00:00:00,England,Belgium,1,0,home team win
457,1990 FIFA Men's World Cup,1990,quarter-finals,1990-06-30 00:00:00,Argentina,Yugoslavia,0,0,home team win
458,1990 FIFA Men's World Cup,1990,quarter-finals,1990-06-30 00:00:00,Republic of Ireland,Italy,0,1,away team win
459,1990 FIFA Men's World Cup,1990,quarter-finals,1990-07-01 00:00:00,Czechoslovakia,West Germany,0,1,away team win
460,1990 FIFA Men's World Cup,1990,quarter-finals,1990-07-01 00:00:00,Cameroon,England,2,3,away team win
461,1990 FIFA Men's World Cup,1990,semi-finals,1990-07-03 00:00:00,Argentina,Italy,1,1,home team win
462,1990 FIFA Men's World Cup,1990,semi-finals,1990-07-04 00:00:00,West Germany,England,1,1,home team win
463,1990 FIFA Men's World Cup,1990,third-place match,1990-07-07 00:00:00,Italy,England,2,1,home team win
464,1990 FIFA Men's World Cup,1990,final,1990-07-08 00:00:00,West Germany,Argentina,1,0,home team win
491,1994 FIFA Men's World Cup,1994,group stage,1994-06-17 00:00:00,Germany,Bolivia,1,0,home team win
492,1994 FIFA Men's World Cup,1994,group stage,1994-06-17 00:00:00,Spain,South Korea,2,2,draw
493,1994 FIFA Men's World Cup,1994,group stage,1994-06-18 00:00:00,United States,Switzerland,1,1,draw
494,1994 FIFA Men's World Cup,1994,group stage,1994-06-18 00:00:00,Italy,Republic of Ireland,0,1,away team win
495,1994 FIFA Men's World Cup,1994,group stage,1994-06-18 00:00:00,Colombia,Romania,1,3,away team win
496,1994 FIFA Men's World Cup,1994,group stage,1994-06-19 00:00:00,Belgium,Morocco,1,0,home team win
497,1994 FIFA Men's World Cup,1994,group stage,1994-06-19 00:00:00,Norway,Mexico,1,0,home team win
498,1994 FIFA Men's World Cup,1994,group stage,1994-06-19 00:00:00,Cameroon,Sweden,2,2,draw
499,1994 FIFA Men's World Cup,1994,group stage,1994-06-20 00:00:00,Brazil,Russia,2,0,home team win
500,1994 FIFA Men's World Cup,1994,group stage,1994-06-20 00:00:00,Netherlands,Saudi Arabia,2,1,home team win
501,1994 FIFA Men's World Cup,1994,group stage,1994-06-21 00:00:00,Argentina,Greece,4,0,home team win
502,1994 FIFA Men's World Cup,1994,group stage,1994-06-21 00:00:00,Germany,Spain,1,1,draw
503,1994 FIFA Men's World Cup,1994,group stage,1994-06-21 00:00:00,Nigeria,Bulgaria,3,0,home team win
504,1994 FIFA Men's World Cup,1994,group stage,1994-06-22 00:00:00,Romania,Switzerland,1,4,away team win
505,1994 FIFA Men's World Cup,1994,group stage,1994-06-22 00:00:00,United States,Colombia,2,1,home team win
507,1994 FIFA Men's World Cup,1994,group stage,1994-06-23 00:00:00,South Korea,Bolivia,0,0,draw
506,1994 FIFA Men's World Cup,1994,group stage,1994-06-23 00:00:00,Italy,Norway,1,0,home team win
509,1994 FIFA Men's World Cup,1994,group stage,1994-06-24 00:00:00,Brazil,Cameroon,3,0,home team win
510,1994 FIFA Men's World Cup,1994,group stage,1994-06-24 00:00:00,Sweden,Russia,3,1,home team win
508,1994 FIFA Men's World Cup,1994,group stage,1994-06-24 00:00:00,Mexico,Republic of Ireland,2,1,home team win
511,1994 FIFA Men's World Cup,1994,group stage,1994-06-25 00:00:00,Belgium,Netherlands,1,0,home team win
512,1994 FIFA Men's World Cup,1994,group stage,1994-06-25 00:00:00,Saudi Arabia,Morocco,2,1,home team win
513,1994 FIFA Men's World Cup,1994,group stage,1994-06-25 00:00:00,Argentina,Nigeria,2,1,home team win
514,1994 FIFA Men's World Cup,1994,group stage,1994-06-26 00:00:00,Bulgaria,Greece,4,0,home team win
515,1994 FIFA Men's World Cup,1994,group stage,1994-06-26 00:00:00,Switzerland,Colombia,0,2,away team win
516,1994 FIFA Men's World Cup,1994,group stage,1994-06-26 00:00:00,United States,Romania,0,1,away team win
517,1994 FIFA Men's World Cup,1994,group stage,1994-06-27 00:00:00,Bolivia,Spain,1,3,away team win
518,1994 FIFA Men's World Cup,1994,group stage,1994-06-27 00:00:00,Germany,South Korea,3,2,home team win
519,1994 FIFA Men's World Cup,1994,group stage,1994-06-28 00:00:00,Italy,Mexico,1,1,draw
520,1994 FIFA Men's World Cup,1994,group stage,1994-06-28 00:00:00,Republic of Ireland,Norway,0,0,draw
521,1994 FIFA Men's World Cup,1994,group stage,1994-06-28 00:00:00,Russia,Cameroon,6,1,home team win
522,1994 FIFA Men's World Cup,1994,group stage,1994-06-28 00:00:00,Brazil,Sweden,1,1,draw
524,1994 FIFA Men's World Cup,1994,group stage,1994-06-29 00:00:00,Morocco,Netherlands,1,2,away team win
523,1994 FIFA Men's World Cup,1994,group stage,1994-06-29 00:00:00,Belgium,Saudi Arabia,0,1,away team win
525,1994 FIFA Men's World Cup,1994,group stage,1994-06-30 00:00:00,Argentina,Bulgaria,0,2,away team win
526,1994 FIFA Men's World Cup,1994,group stage,1994-06-30 00:00:00,Greece,Nigeria,0,2,away team win
527,1994 FIFA Men's World Cup,1994,round of 16,1994-07-02 00:00:00,Germany,Belgium,3,2,home team win
528,1994 FIFA Men's World Cup,1994,round of 16,1994-07-02 00:00:00,Spain,Switzerland,3,0,home team win
529,1994 FIFA Men's World Cup,1994,round of 16,1994-07-03 00:00:00,Saudi Arabia,Sweden,1,3,away team win
530,1994 FIFA Men's World Cup,1994,round of 16,1994-07-03 00:00:00,Romania,Argentina,3,2,home team win
531,1994 FIFA Men's World Cup,1994,round of 16,1994-07-04 00:00:00,Netherlands,Republic of Ireland,2,0,home team win
532,1994 FIFA Men's World Cup,1994,round of 16,1994-07-04 00:00:00,Brazil,United States,1,0,home team win
533,1994 FIFA Men's World Cup,1994,round of 16,1994-07-05 00:00:00,Nigeria,Italy,1,2,away team win
